name
fa-dove
fa-feather
fa-kiwi-bird
fa-crow
fa-frog
fa-dragon
fa-worm
fa-otter
fa-dog
fa-cat
fa-horse
fa-paw
fa-fish
fa-fish-fins
fa-shrimp
fa-spider
fa-mosquito
fa-locust
fa-bug
fa-bugs
fa-seedling
fa-tree
fa-sun-plant-wilt
fa-wheat-awn
fa-pagelines
fa-bowling-ball
fa-fan
fa-canadian-maple-leaf
fa-carrot
fa-wine-bottle
fa-apple-whole
fa-pepper-hot
fa-bacteria
fa-bacterium
fa-virus
