name,materials.name,permanence,description,font_awesome_icons.name,colors.name
Aluminium,aluminum,permanent,An aluminum nameplate with a brushed finish and adhesive backing. It is used for labeling specimens such as trees. Placed at human height and nailed to the trunk.,tag,grey
